Neighborhood,Neighborhood_real,Venue Category,Venue,Neighborhood_Latitude,Neighborhood_Longitude,location_address,location_formattedAddress,location_crossStreet,location_neighborhood,id,location_postalCode,location_city,location_state,location_country,Venue_Category_Real,categories_name,categories_pluralName,cluster_label
Karol Bagh,Dada Ghosh Bhawan ,Entertainment,Shankar Lodge of The Delhi Theosophical Federation,28.646633,77.174156,24 East Patel Nagar,24 East Patel Nagar,,Dada Ghosh Bhawan,5348d61e498ea481e653fc2c,110008,New Delhi,Delhi,India,Social Club,Social Club,Social Clubs,5
Sarojini Nagar,,Entertainment,Awesomesauce,28.56237411,77.20224762,,India,,,53243dd8498eccced8f795be,,New Delhi,Delhi,India,Social Club,Social Club,Social Clubs,2
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Entertainment,Onthec Club 61 Gym,28.59698854,77.36495931,Shopprix Mall,Shopprix Mall (Sector 61),Sector 61,Sector 61,56d6f19e498e583e9d7c14e2,,New Delhi,Delhi,India,Social Club,Social Club,Social Clubs,16
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",Chhattarpur,Entertainment,Youngstar Cricket Academy,28.497986,77.188062,,India,,,53fdb27b498e83054e6e2044,,New Delhi,Delhi,India,Social Club,Social Club,Social Clubs,23
Gadaipur ,Khandsa ,Entertainment,V CLUB,28.403683,77.036347,,Gurugram 122004,,Gurugram 122004,5cd7f7f9c824ae002ce88b6a,122004,New Delhi,Delhi,India,Social Club,Social Club,Social Clubs,18
"Sector 53, 54, 55, 58, 59, 62, 65, 66, 67, 69, 70, 72 Gurugram",Arjun Nagar ,Entertainment,The Quorum,28.45084,77.096816,Two Horizon Center,Two Horizon Center (Golf Course Road),Golf Course Road,Golf Course Road,5abdfa55ff0306051d401bbf,122001,New Delhi,Delhi,India,Social Club,Social Club,Social Clubs,34
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",,Entertainment,Varuna Naval Mess,28.57235372,77.13882323,,New Delhi,,,4d03a28edc45a0936d47e5c6,,New Delhi,Delhi,India,Social Club,Social Club,Social Clubs,35
Gadaipur ,,Entertainment,Landmark Worldwide,28.52988653,77.19121455,,India,,,533eb6d7498eec1e1c60ed4d,,New Delhi,Delhi,India,Social Club,Social Club,Social Clubs,23
Sarojini Nagar,R K Puram Sect-1 ,Entertainment,Delhi Karnataka Sangha,28.577827,77.175316,"Rao Tula Ram Marg, Sector-12, R.K. Puram,","Rao Tula Ram Marg, Sector-12, R.K. Puram,",,R K Puram Sect-1,5b4a20baf870fd002c25fead,110022,New Delhi,Delhi,India,Social Club,Social Club,Social Clubs,38
Palam Vihar,Carterpuri ,Entertainment,Goa Town And Country Club,28.518897,77.039674,,Gurugram 122017,,Gurugram 122017,5bb8a09c3731ee0039ef0eae,122017,New Delhi,Delhi,India,Social Club,Social Club,Social Clubs,30
DLF Phase II III IV,Galleria DLF-IV ,Business,Moonlighting Gurgaon,28.46848763,77.08565016,"1003, DLF City Phase IV","1003, DLF City Phase IV (Hamilton Court)",Hamilton Court,Sector 28,53778823498e485da43de54e,122009,New Delhi,Delhi,India,Coworking Space,Coworking Space,Coworking Spaces,7
Connaught Place,Connaught Place,Art,People Tree,28.63004163,77.21750822,Connaught Place,Connaught Place,,Connaught Place,4d42a39051cca35dc71b03db,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,13
Connaught Place,Baroda House ,Art,Arts & Crafts Gallery,28.613915,77.242387,,New Delhi 110001,,Baroda House,5b41f20e67f62b002cd12a08,110001,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,26
Baroda House / paharganj,,Art,bishan kite merchant,28.652778,77.223145,,India,,,5476dcf6498eb0f50cbad8c1,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,21
Connaught Place,Gole Market,Art,Rajiv Gandhi Handicraft Bhavan,28.63237192,77.2085085,Baba Kharak Singh Marg,Baba Kharak Singh Marg,,Baba Kharak Singh Marg,4da43282d686b60c9875da28,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,13
Gurgaon Road ,,Art,Ishana: The Conscious One,28.555991,77.083046,,New Delhi,,,4e8cb446d3e3720da3a886b6,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,14
Green Park,Green Park Market ,Art,Mubariks Kashmir Creations,28.552929,77.20459,A-22 Green Park,A-22 Green Park,,Green Park Market,5c135eaf46e1b6002c7d1568,110016,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,2
Connaught Place,Connaught Place,Art,Kamala,28.63001849,77.21306739,,India,,,52287f5f498ec5a6977e7ead,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,13
Sarojini Nagar,Hauz Khas Village,Art,The People Tree,28.55484544,77.19457247,Hauz Khas Village,Hauz Khas Village,,Hauz Khas Village,4f4e16a6e4b0c132f6eb2962,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,2
Faridabad,,Art,Dastkar Nature Baazar,28.47432464,77.24220198,,India,,,4e943668775b564ca309a0c1,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,29
Rajouri Garden,Rajouri Garden,Art,Itsy Bitsy,28.64995911,77.12073254,TDI Paragon Mall,TDI Paragon Mall (Rajouri Garden),Rajouri Garden,Rajouri Garden,5204cd38498e19c85a4b6a60,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,27
Sagarpur / Rohini,,Art,Dilli Haat | ?????? ???,28.69555026,77.14962577,Pitam Pura,Pitam Pura (Netaji Subash Place),Netaji Subash Place,Netaji Subash Place,4e8df1c877c8aa8707345592,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,11
Gadaipur ,,Art,Villa d'este,28.49882507,77.16095734,,India,,,538c511a498e2936ab9eb103,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,25
Saket,,Art,Delhi craft cottage industries,28.517438,77.19811,,India,,,4f3a0befe4b053d3100bcfe0,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,23
Arjun Nagar ,Arjun Nagar ,Market,Chumbak,28.467694,77.082025,,Gurugram 122001,,Gurugram 122001,5b817716947c05002c9903ee,122001,New Delhi,Delhi,India,Gift Shop,Gift Shop,Gift Shops,34
Aliganj ,Khan Market,Art,Stationary,28.60499459,77.22332426,Khan Market,Khan Market,,Khan Market,51dea8fb498eb16e112cca6f,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,26
Baroda House / paharganj,,Art,The Craft House - Indian Lifestyle,28.62149304,77.21695803,,India,,,4d98196c942ba093c5eb7d8c,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,13
Greater Noida,,Market,STANDARD STATIONERS & COMPUTERS,28.48122416,77.49859811,,India,,,50d5bfbfe4b079e5c6f71860,,New Delhi,Delhi,India,Office Supplies,Paper / Office Supplies Store,Paper / Office Supplies Stores,10
Gurgaon Road ,,Art,santusthi complex,28.5588,77.1316,,new delhi,,,51949b3d498e1aad823a3552,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,14
Masood Pur ,Masood Pur ,Art,The V Renaissance,28.54577493,77.14816332,"D-2/2522, Vasant Kunj","D-2/2522, Vasant Kunj",,Masood Pur,5328780e498ee8e6c7ae476d,110070,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,25
Aliganj ,,Art,"Nokia Store, South Ex-1, New Delhi",28.56877886,77.22030399,,New Delhi,,,4c24c122b7b8a593daf33ce8,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,33
Gurgaon Road ,,Home,Yasu Craft,28.49800027,77.16172457,Sultanpur,Sultanpur (M.G.Road),M.G.Road,M.G.Road,4e7430ca315188bfdc517120,,New Delhi,Delhi,India,Furniture / Home,Furniture / Home Store,Furniture / Home Stores,25
DLF Phase II III IV,,Market,RelianceTimeout,28.50286572,77.09725551,Ambience Mall,Ambience Mall,,Ambience Mall,4c7f6dcc1009a0932a52474e,,New Delhi,Delhi,India,Bookstore,Bookstore,Bookstores,19
Gadaipur ,,Art,jai hind marbles,28.48197787,77.18964225,Satbari,Satbari (Chatarpur road),Chatarpur road,Chatarpur road,4f74141fe4b07d85bee87b64,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,23
Civil Lines,Dhaka,Art,Sikander Ki Dukaan,28.70138,77.205414,,India,,,56b086d3498ee00c4904e154,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,20
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",,Art,Karkhana,28.4145444,77.06562338,Nirvana Courtyard,Nirvana Courtyard,,Nirvana Courtyard,5263784911d2caed04d12dfb,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,18
Baroda House / paharganj,,Art,Vedanta Cottage Exposition,28.624961,77.217063,,India,,,5261508411d29dcf552fea10,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,13
Arjun Nagar ,,Art,Sukriti,28.47458586,77.04774653,Sector 14,Sector 14 (Gurgaom),Gurgaom,Gurgaom,4d722877ec07548155c084bf,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,0
Lajpat Nagar,Amar Colony ,Art,Rajasthan Emporium,28.56944684,77.24150419,Lajpat Nagar,Lajpat Nagar (Central Market),Central Market,Amar Colony,4dfcc822814df5e64def4e37,110024,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,33
Sagarpur / Rohini,,Art,The Archies Gallery,28.73385636,77.13214909,Sector 15,Sector 15 (Rohini),Rohini,Rohini,4fbc62bae4b0d3faf07a5ab6,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,32
Aliganj ,INA Colony,Art,LETTERNOTE,28.57106903,77.21803594,DT Place,DT Place,,DT Place,51e146eb498eb3dfbd869836,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,33
Sarojini Nagar,Hauz Khas Village,Art,Green The Gap,28.55519004,77.19489254,24/3 Hauz Khas Village,24/3 Hauz Khas Village,,24/3 Hauz Khas Village,4f44d768e4b0868b41791ee5,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,2
Connaught Place,Baroda House ,Art,Cauvery Emporium (Karnataka Govt Emporium),28.6296911,77.20518467,Connaught Place,Connaught Place (Baba Kharag Singh Marg),Baba Kharag Singh Marg,Baroda House,502375b5e4b065daa4ce6f7a,110001,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,13
Saket,,Art,Lladro,28.528699,77.219567,Select City Walk,Select City Walk,,Select City Walk,4f4880c0e4b0bf7287affc4d,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,23
Anand Vihar ,,Art,Arora's Art Gallery,28.60542,77.28921,,Delhi,,,4f9d7b9be4b0b38d305e945f,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,1
"Sector 26, 26A, 27, 28, 29, 30 Gurugram",,Art,Galaxy Stores,28.47169058,77.10185238,,India,,,4f3fa1e4e4b031299db70d9b,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,7
Aliganj ,Amar Colony ,Art,Art Planet,28.578599,77.238986,"C-101, Basement, Birbal Road, Lajpat Nagar Part 1","C-101, Basement, Birbal Road, Lajpat Nagar Part 1",,Amar Colony,56793cc0498e383e186d5a4f,110024,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,33
Gurgaon Road ,Gurgaon Road ,Art,Ishana -The Conscious One,28.55693777,77.10433334,IN 25/26 International departures SHA,"IN 25/26 International departures SHA (T3 Terminal, Delhi IGI Airport)","T3 Terminal, Delhi IGI Airport",Gurgaon Road,519b3def454ac02c75e07b42,110037,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,14
Aliganj ,Pragati Maidan,Art,Pakistan pavilion,28.614352,77.245335,Pragmatic Maidan,Pragmatic Maidan,,Pragmatic Maidan,50ade437e4b0a0a300e5d6dc,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,26
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Art,shayan,28.56812419,77.32330853,,Noida,,Noida,4ea9356f9adf64e06c4361e5,,New Delhi,Delhi,India,Arts & Crafts,Arts & Crafts Store,Arts & Crafts Stores,22
Connaught Place,Connaught Place,Apparel,CANNAUGHT PLACE II Zodiac Retail Store,28.63368847,77.21734285,"CANNAUGHT PLACE II Zodiac Retail Store. SHOP NO. C-7, Cannaught Place","CANNAUGHT PLACE II Zodiac Retail Store. SHOP NO. C-7, Cannaught Place",,"CANNAUGHT PLACE II Zodiac Retail Store. SHOP NO. C-7, Cannaught Place",50ec01df8aca56b8059c4a15,110001,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,13
Gurgaon Road ,,Apparel,Zodiac Retail Store,28.5551773,77.08529046,"Zodiac Retail Store, Indira Gandhi International (IGI) Airport","Zodiac Retail Store, Indira Gandhi International (IGI) Airport",,"Zodiac Retail Store, Indira Gandhi International (IGI) Airport",528fc4b0498e2213a0fbe651,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,14
Sagarpur / Rohini,Avantika ,Apparel,Zodiac Retail Shop,28.77002905,77.07979918,"Shop No. GN  10, Opp. Rithala Metro Station, Sector 10, Rohini, New Delhi  110 085.","Shop No. GN  10, Opp. Rithala Metro Station, Sector 10, Rohini, New Delhi  110 085.",,Avantika,50ab69c952627487f98556c2,110085,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,32
Aliganj ,,Apparel,Personal Touch Tailor Ravi Gupta,28.56981432,77.22060442,South Extension Market Part I,South Extension Market Part I,,South Extension Market Part I,4f1bfeea77166bf6d113bdbb,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,33
Sagarpur / Rohini,Avantika ,Apparel,ZOD/z3 Shop in Shop,28.72378653,77.11288691,Metro Walk Mall,"Metro Walk Mall (Rohini , Sector 10)","Rohini , Sector 10",Avantika,4c4ea413fa9d95219f675a0a,110085,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,32
Ghaziabad,"Indirapuram, Ghaziabad",Apparel,Zodiac Retail Shop,28.64351906,77.36269712,"Shipra Mall, Shop No.23, 24, Shipra Suncity, 9, Vaibhav Khand, Indirapuram, Ghaziabad","Shipra Mall, Shop No.23, 24, Shipra Suncity, 9, Vaibhav Khand, Indirapuram, Ghaziabad",,"Shipra Mall, Shop No.23, 24, Shipra Suncity, 9, Vaibhav Khand, Indirapuram, Ghaziabad",50ab6d7052627487f985a13b,201012,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,8
Aliganj ,Aliganj ,Apparel,ZOD/z3 Shop in Shop,28.600564,77.227489,Khan Market 16-B,Khan Market 16-B,,Delhi High Court,4c3de3f0f2dd9c74399c7e0c,110003,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,26
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Apparel,The Raymond Shop,28.56816483,77.32594299,,India,,,534bf457498e9deb94b5fe0b,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,22
Saket,,Apparel,The Raymond Shop,28.529086,77.219367,,India,,,51596e0fe4b041a9a78586be,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,23
Faridabad,,Apparel,The Raymond Shop,28.39021978,77.30129103,N.I.T,N.I.T,,N.I.T,4fc08235e4b01d437db47c28,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,4
Ghaziabad,,Apparel,prakash Textile,28.66385666,77.42699556,,India,,,5010cf9de4b03546280fbf88,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,17
DLF Phase II III IV,Ambience Mall,Apparel,boggi milano,28.506048,77.093459,,India,,,53b8fab8498ec20e7e062f64,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,19
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Apparel,Mufti,28.56788063,77.32318115,,India,,,4e26b877d4c007d41a94effe,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,22
Arjun Nagar ,,Apparel,lifestyle m g road,28.4709568,77.05899811,,India,,,4f3d0424e4b0b084a368e7af,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,0
Aliganj ,Andrewsganj ,Apparel,Lalit Laungani ( Haute Men's Couture ),28.61504172,77.21895218,,"G-9 (Basement), South Extension-1,South Extension-","G-9 (Basement), South Extension-1,South Extension-",Andrewsganj,540d5399498e9abf6745a0d0,110049,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,13
Rajouri Garden,,Apparel,K.N.M,28.65209,77.12057,G-16 F-15 TDI Paragon Mall Rajouri Garden,G-16 F-15 TDI Paragon Mall Rajouri Garden,,G-16 F-15 TDI Paragon Mall Rajouri Garden,5027b72ae4b04e431c48d9e7,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,27
Karol Bagh,Karol Bagh,Apparel,PICADOR DENIMS,28.650965,77.183677,,India,,,536f7dd7498e122752f21209,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,5
"Sector 2, 18, 19, 25, 26, 27, 30, 36, 44, 51, 55, 61, 62, 92, 93 Noida",,Apparel,KC Garmenn,28.5704,77.345808,Gandhi Nagar,Gandhi Nagar,,Gandhi Nagar,512a1c90e4b067b1f44bb710,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,39
Ghaziabad,"Raj Nagar, Ghaziabad",Apparel,The Raymond Shop,28.68451162,77.44315079,Rajnagar District Centre,Rajnagar District Centre (Raj Nagar),Raj Nagar,Raj Nagar,4f65db6be4b0272f2d50e079,201002,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,17
Shahdara,Gandhi Nagar,Apparel,AGOG,28.660456,77.270285,,India,,,5139f2b3e4b0c2a7b9e84d2c,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,36
Faridabad,,Apparel,Youngman,28.39929581,77.31040192,,India,,,507cf75be4b0b250d6d010e2,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,4
Anand Vihar ,,Apparel,Celio,28.64278414,77.29922089,GIP,GIP (Sector 18),Sector 18,Sector 18,4f560f04e4b02285fdf5cb14,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,1
Sagarpur / Rohini,A.K.Market ,Apparel,Raymond Mitva,28.70631218,77.15387726,"15A/33. W.EA Ajmal khan road,Karol Bagh","15A/33. W.EA Ajmal khan road,Karol Bagh",,A.K.Market,532d6973498ecde848ea7d85,110055,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,11
Karol Bagh,Karol Bagh,Apparel,ZOD/z3 Shop in Shop,28.64834692,77.19027936,"6/87 ,Padam Singh Road , Karol Bagh","6/87 ,Padam Singh Road , Karol Bagh (New Delhi)",New Delhi,"6/87 ,Padam Singh Road , Karol Bagh (New Delhi)",4c3aea3de927b71370355eb2,11000,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,5
DLF Phase II III IV,,Apparel,Woodland,28.50444585,77.09617651,,India,,,51beacb5498e55ee512bd356,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,19
Ghaziabad,,Apparel,Louis Philippe Exclusive Store,28.65413094,77.43656921,,India,,,52cbc58711d261a29da10ab6,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,17
Masood Pur ,Masood Pur ,Apparel,Blackberrys,28.54002,77.15552,"Ambience Mall, Nelson Mandela Road","Ambience Mall, Nelson Mandela Road",,Masood Pur,4cc806c03477b60c012d796a,110070,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,25
Rajouri Garden,Moti Nagar,Apparel,U.S.Polo Assn.,28.66628571,77.14639578,,India,,,51f3d439498e155c32a6b479,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,27
Anand Vihar ,,Apparel,Export Hut,28.61842623,77.28310734,,India,,,57238681498e59d0d05b822d,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,1
DLF Phase II III IV,,Apparel,Blackberry,28.50440433,77.09716559,Ist Floor,Ist Floor (ambience mall),ambience mall,ambience mall,4e19d23318a8166f73999b7e,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,19
DLF Phase II III IV,,Apparel,Jack & Jones,28.50380279,77.09722179,Ambience Mall,Ambience Mall,,Ambience Mall,4ed236754690a03b5f851057,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,19
DLF Phase II III IV,,Apparel,The Collective,28.50572963,77.0959461,Ambience Mall,Ambience Mall,,Ambience Mall,512b8f4fe4b0ff6b64e6f2bb,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,19
Vasant Kunj,Vasant Kunj Mall Road,Apparel,Thomas Pink store,28.54120786,77.15501825,Ambience Mall,Ambience Mall (Vasant Kunj),Vasant Kunj,Vasant Kunj,50cc0a26e4b0f94b2d21d14a,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,25
Gurgaon Road ,Gurgaon Road ,Apparel,Fab India,28.552551,77.084537,,New Delhi 110037,,Gurgaon Road,5aa713ba112c6c0f2524847b,110037,New Delhi,Delhi,India,Apparel,Clothing Store,Clothing Stores,14
Rajouri Garden,Amberhai ,Apparel,Raymond,28.59575651,77.05130525,,New Delhi 110075,,Amberhai,5225f60b11d221e05fc60b27,110075,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,12
Gadaipur ,Gadaipur ,Home,SUKETDHIR (Studio),28.52614168,77.19188333,"F-574/B2, 2nd Floor, Lado Sarai,","F-574/B2, 2nd Floor, Lado Sarai, (Anuvrat Marg)",Anuvrat Marg,Gadaipur,511bf5eb45b005cd95a9b722,110030,New Delhi,Delhi,India,Design,Design Studio,Design Studios,23
Masood Pur ,Masood Pur ,Apparel,Canali Boutique,28.54250722,77.15604637,Nelson Mandela Marg,Nelson Mandela Marg,,Masood Pur,53e0adb4498e37c3e0d08fd2,110070,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,25
Vasant Kunj,Vasant Kunj Mall Road,Apparel,Brooks Brothers Store,28.54120172,77.15501263,Ambience Mall,Ambience Mall (Vacant Kunj),Vacant Kunj,Vacant Kunj,5119f0d6e4b08a5731ffdbaa,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,25
Saket,,Apparel,Calvin Klein Jeans,28.528596,77.219012,Select City Walk,Select City Walk,,Select City Walk,4bff9843369476b0f0fe8d1f,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,23
Civil Lines,,Apparel,monestry,28.68128303,77.22907827,,India,,,4fe46b24e4b04404cb1cd8bd,,New Delhi,Delhi,India,Men's Store,Men's Store,Men's Stores,21
"Sector 31, 32, 38, 39, 41, 43, 45, 47, 49, 50 Gurugram",,Market,Garg Dastak,28.45323323,77.05041616,,Gurgaon,,Gurgaon,4bb5dde3ef159c74791b75f7,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,0
Gurgaon Road ,,Market,Aerocity Central,28.551109,77.121386,,India,,,57ecdb6e498e1a4fced5b441,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,14
Rajouri Garden,Ashok Nagar ,Market,24SEVEN,28.627142,77.06979,"SN A 31, Gr Flr, Near vikaspuri Mod Red light","SN A 31, Gr Flr, Near vikaspuri Mod Red light (Vikaspuri)",Vikaspuri,Ashok Nagar,5745758e498e1547b615c577,110018,New Delhi,Delhi,India,Convenience Store,Convenience Store,Convenience Stores,3
Sagarpur / Rohini,Anandvas Shakurpur ,Market,Raani Bagh Market,28.68676938,77.12982317,Rani Bagh Rd.,Rani Bagh Rd.,,Anandvas Shakurpur,4d204b3386e154810dcdb83a,110034,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,11
Arjun Nagar ,Arjun Nagar ,Market,Spencer's Hyper,28.479841,77.08935316,MGF Megacity Mall,MGF Megacity Mall (Mehrauli Gurgaon Road),Mehrauli Gurgaon Road,Mehrauli Gurgaon Road,4ce904fce1eeb60c41caa6ae,122001,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,7
Masood Pur ,Masood Pur ,Hotel,TGI Friday's,28.54190609,77.1559704,"302-304, 2nd Flr., DLF Promenade Mall, Nelson Mandela Rd., Vasant Kunj","302-304, 2nd Flr., DLF Promenade Mall, Nelson Mandela Rd., Vasant Kunj (DLF Promenade Mall)",DLF Promenade Mall,Masood Pur,4dd796dad22d38ef42eb7d46,110070,New Delhi,Delhi,India,American,American Restaurant,American Restaurants,25
,,Market,"Sam General Store, A1, Mvp3",28.61203202,77.33929876,,India,,,522042db11d21533b5462d23,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,16
Sector 12 Noida,Noida Sector 12,Market,AaramShop C/o Vansh Medicos & Departmental Store,28.61396802,77.36750364,Shop no. 6 - Block Market,Shop no. 6 - Block Market (Sector 62),Sector 62,Sector 62,4fc8b7996d86e4f066e2f115,201301,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,16
Rajouri Garden,Rajouri Garden,Market,Nature's Basket,28.641722,77.12278,,India,,,51bc7e2f498eecb519b72be9,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,27
Masood Pur ,Munirka,Market,Kamal Complex,28.55073169,77.1711886,Jawaharlal Nehru University,Jawaharlal Nehru University,,Jawaharlal Nehru University,5010edfde4b0d8233cef706e,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,25
Aliganj ,Lodi Colony,Market,Aaramshop c/o Quality General Store,28.58448798,77.22025908,,India,,,4f4c928ae4b052b879c76a47,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,26
Dwarka,,Market,Savemax,28.58189735,77.06069908,Sector 10,Sector 10 (Dwarka),Dwarka,Dwarka,4fe30075e4b079c77adf4f03,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,12
Sarojini Nagar,Anand Niketan ,Market,DMS Milk Stall,28.582682,77.172632,"449, South Motibagh","449, South Motibagh",,Anand Niketan,4c4982446594be9a6cc02925,110021,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,38
Delhi Cantonment,,Market,Arora Store,28.591818,77.120606,,New Delhi,,,4e50f81ad164978659df3905,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,35
"Sector 53, 54, 55, 58, 59, 62, 65, 66, 67, 69, 70, 72 Gurugram",,Market,Needs gourmet,28.41617272,77.0478646,,India,,,4f5af3eee4b0090c092252a0,,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,18
Chakkarpur ,Chakkarpur ,Market,Swadeshi Store IFFCO chowk,28.47199592,77.07229559,IFFCO Chowk,IFFCO Chowk,,IFFCO Chowk,4fb79e04e4b0f4eeca278fd1,122002,New Delhi,Delhi,India,Department Store,Department Store,Department Stores,34
